dir,wav,model,mode,prompt_id,utmos,wer,sim
windows-default,parler_cpu_p1.wav,parler,default,1,3.5440,0.0000,
windows-default,parler_cpu_p2.wav,parler,default,2,3.5356,0.0526,
windows-default,parler_cpu_p3.wav,parler,default,3,3.0563,0.3939,
windows-default,parler_cpu_p4.wav,parler,default,4,4.0642,0.1667,
windows-default,parler_cuda_p1.wav,parler,default,1,3.6265,0.0000,
windows-default,parler_cuda_p2.wav,parler,default,2,4.0844,0.0000,
windows-default,parler_cuda_p3.wav,parler,default,3,3.1357,0.4848,
windows-default,parler_cuda_p4.wav,parler,default,4,4.1795,0.1111,
windows-default,piper_cpu_p1.wav,piper,default,1,4.3081,0.0000,
windows-default,piper_cpu_p2.wav,piper,default,2,4.4304,0.0000,
windows-default,piper_cpu_p3.wav,piper,default,3,4.0178,0.1515,
windows-default,piper_cpu_p4.wav,piper,default,4,4.4287,0.1111,
windows-default,piper_cpu_p5.wav,piper,default,5,3.1987,0.0667,
windows-default,pocket_cpu_p1.wav,pocket,default,1,4.3029,0.0000,
windows-default,pocket_cpu_p2.wav,pocket,default,2,4.3444,0.0000,
windows-default,pocket_cpu_p3.wav,pocket,default,3,4.3819,0.2121,
windows-default,pocket_cpu_p4.wav,pocket,default,4,4.3522,0.0556,
windows-default,pocket_cpu_p5.wav,pocket,default,5,3.1051,0.0000,
windows-default,qwentts_cpu_p1.wav,qwentts,default,1,4.2892,0.0000,
windows-default,qwentts_cpu_p2.wav,qwentts,default,2,4.4653,0.0000,
windows-default,qwentts_cpu_p3.wav,qwentts,default,3,4.5469,0.1515,
windows-default,qwentts_cpu_p4.wav,qwentts,default,4,4.5051,0.1111,
windows-default,qwentts_cpu_p5.wav,qwentts,default,5,3.6116,0.0000,
windows-default,qwentts_cuda_p1.wav,qwentts,default,1,4.3993,0.0000,
windows-default,qwentts_cuda_p2.wav,qwentts,default,2,4.4691,0.1053,
windows-default,qwentts_cuda_p3.wav,qwentts,default,3,4.5345,0.1515,
windows-default,qwentts_cuda_p4.wav,qwentts,default,4,4.4779,0.2222,
windows-default,qwentts_cuda_p5.wav,qwentts,default,5,3.4983,0.0000,
windows-default,qwentts_fast_cuda_p1.wav,qwentts_fast,default,1,4.4449,0.0000,
windows-default,qwentts_fast_cuda_p2.wav,qwentts_fast,default,2,4.4647,0.0000,
windows-default,qwentts_fast_cuda_p3.wav,qwentts_fast,default,3,4.5115,0.2121,
windows-default,qwentts_fast_cuda_p4.wav,qwentts_fast,default,4,4.4866,0.1111,
windows-default,qwentts_fast_cuda_p5.wav,qwentts_fast,default,5,3.7069,0.0000,
windows-default,sesame_cpu_p1.wav,sesame,default,1,3.2969,0.0000,
windows-default,sesame_cpu_p2.wav,sesame,default,2,3.9089,0.1053,
windows-default,sesame_cpu_p3.wav,sesame,default,3,4.1527,0.5152,
windows-default,sesame_cpu_p4.wav,sesame,default,4,3.9826,0.0556,
windows-default,sesame_cuda_p1.wav,sesame,default,1,3.5943,0.0000,
windows-default,sesame_cuda_p2.wav,sesame,default,2,4.2777,0.0000,
windows-default,sesame_cuda_p3.wav,sesame,default,3,4.4691,0.4545,
windows-default,sesame_cuda_p4.wav,sesame,default,4,4.2681,0.0000,
windows-default,soprano_cpu_p1.wav,soprano,default,1,4.2370,0.0000,
windows-default,soprano_cpu_p2.wav,soprano,default,2,4.2412,0.0000,
windows-default,soprano_cpu_p3.wav,soprano,default,3,3.8960,0.1515,
windows-default,soprano_cpu_p4.wav,soprano,default,4,3.7573,0.0556,
windows-default,soprano_cuda_p1.wav,soprano,default,1,4.2622,0.0000,
windows-default,soprano_cuda_p2.wav,soprano,default,2,4.0723,0.0000,
windows-default,soprano_cuda_p3.wav,soprano,default,3,4.2400,0.1818,
windows-default,soprano_cuda_p4.wav,soprano,default,4,3.8886,0.0556,
windows-default,styletts2_cpu_p1.wav,styletts2,default,1,4.3103,0.0000,
windows-default,styletts2_cpu_p2.wav,styletts2,default,2,4.4454,0.0000,
windows-default,styletts2_cpu_p3.wav,styletts2,default,3,4.3995,0.2424,
windows-default,styletts2_cpu_p4.wav,styletts2,default,4,3.8799,0.3889,
windows-default,styletts2_cuda_p1.wav,styletts2,default,1,4.3103,0.0000,
windows-default,styletts2_cuda_p2.wav,styletts2,default,2,4.4454,0.0000,
windows-default,styletts2_cuda_p3.wav,styletts2,default,3,4.3995,0.2424,
windows-default,styletts2_cuda_p4.wav,styletts2,default,4,3.8799,0.3889,
windows-default,supertonic_cpu_p1.wav,supertonic,default,1,4.0118,0.0000,
windows-default,supertonic_cpu_p2.wav,supertonic,default,2,4.4696,0.0000,
windows-default,supertonic_cpu_p3.wav,supertonic,default,3,4.5360,0.2121,
windows-default,supertonic_cpu_p4.wav,supertonic,default,4,4.4653,0.1111,
windows-default,supertonic_cpu_p5.wav,supertonic,default,5,3.4946,0.0000,
windows-default,vibevoice_15b_cpu_p1.wav,vibevoice_15b,default,1,3.2559,0.1429,0.5165
windows-default,vibevoice_15b_cpu_p2.wav,vibevoice_15b,default,2,3.2698,0.1053,0.4959
windows-default,vibevoice_15b_cpu_p3.wav,vibevoice_15b,default,3,4.3441,0.2424,0.7540
windows-default,vibevoice_15b_cpu_p4.wav,vibevoice_15b,default,4,3.9584,0.1111,0.7379
windows-default,vibevoice_15b_cuda_p1.wav,vibevoice_15b,default,1,3.4848,0.0000,0.6158
windows-default,vibevoice_15b_cuda_p2.wav,vibevoice_15b,default,2,3.8213,0.0526,0.7308
windows-default,vibevoice_15b_cuda_p3.wav,vibevoice_15b,default,3,4.0373,0.2121,0.7860
windows-default,vibevoice_15b_cuda_p4.wav,vibevoice_15b,default,4,3.8655,0.1111,0.6878
windows-default,vibevoice_7b_cuda_p1.wav,vibevoice_7b,default,1,4.0275,0.0000,
windows-default,vibevoice_7b_cuda_p2.wav,vibevoice_7b,default,2,4.3078,0.0526,
windows-default,vibevoice_7b_cuda_p3.wav,vibevoice_7b,default,3,4.3067,0.2424,
windows-default,vibevoice_7b_cuda_p4.wav,vibevoice_7b,default,4,4.1664,0.1111,
windows-default,vibevoice_cpu_p1.wav,vibevoice,default,1,4.2549,0.0000,
windows-default,vibevoice_cpu_p2.wav,vibevoice,default,2,4.3411,0.0000,
windows-default,vibevoice_cpu_p3.wav,vibevoice,default,3,4.2074,0.2121,
windows-default,vibevoice_cpu_p4.wav,vibevoice,default,4,3.8758,0.1111,
windows-default,vibevoice_cuda_p1.wav,vibevoice,default,1,4.0675,0.0000,
windows-default,vibevoice_cuda_p2.wav,vibevoice,default,2,3.8161,0.0000,
windows-default,vibevoice_cuda_p3.wav,vibevoice,default,3,4.2323,0.0909,
windows-default,vibevoice_cuda_p4.wav,vibevoice,default,4,4.0566,0.5000,
windows-default,voxcpm_cpu_p1.wav,voxcpm,default,1,3.7556,0.0000,
windows-default,voxcpm_cpu_p2.wav,voxcpm,default,2,3.4915,0.0000,
windows-default,voxcpm_cpu_p3.wav,voxcpm,default,3,4.2411,0.0606,
windows-default,voxcpm_cpu_p4.wav,voxcpm,default,4,2.9637,0.1667,
windows-default,voxcpm_cpu_p5.wav,voxcpm,default,5,3.0810,0.0000,
windows-default,voxcpm_cuda_p1.wav,voxcpm,default,1,3.9930,0.0000,
windows-default,voxcpm_cuda_p2.wav,voxcpm,default,2,3.3981,0.0000,
windows-default,voxcpm_cuda_p3.wav,voxcpm,default,3,4.0946,0.0606,
windows-default,voxcpm_cuda_p4.wav,voxcpm,default,4,3.4508,0.0556,
windows-default,voxcpm_cuda_p5.wav,voxcpm,default,5,2.4614,0.0000,
windows-default,zipvoice_cpu_p1.wav,zipvoice,default,1,3.2602,0.0000,
windows-default,zipvoice_cpu_p3.wav,zipvoice,default,3,3.9826,0.2727,
windows-default,zipvoice_cpu_p4.wav,zipvoice,default,4,4.3625,0.1111,
windows-default,zipvoice_cpu_p5.wav,zipvoice,default,5,4.2238,0.0667,
windows-default,zipvoice_cuda_p1.wav,zipvoice,default,1,4.1521,0.0000,
windows-default,zipvoice_cuda_p2.wav,zipvoice,default,2,4.1514,0.0000,
windows-default,zipvoice_cuda_p4.wav,zipvoice,default,4,3.8037,0.1111,
windows-default,zipvoice_cuda_p5.wav,zipvoice,default,5,3.7465,0.0000,
windows-default,zonos_cpu_p1.wav,zonos,default,1,3.8127,0.2857,
windows-default,zonos_cpu_p2.wav,zonos,default,2,3.8997,0.0000,
windows-default,zonos_cpu_p3.wav,zonos,default,3,3.6666,0.2727,
windows-default,zonos_cpu_p4.wav,zonos,default,4,4.1853,0.1667,
windows-default,zonos_cpu_p5.wav,zonos,default,5,3.6228,0.0000,
windows-default,zonos_cuda_p1.wav,zonos,default,1,4.1109,0.0000,
windows-default,zonos_cuda_p2.wav,zonos,default,2,4.0492,0.4737,
windows-default,zonos_cuda_p3.wav,zonos,default,3,4.2923,0.1515,
windows-default,zonos_cuda_p4.wav,zonos,default,4,4.0534,0.1111,
windows-default,zonos_cuda_p5.wav,zonos,default,5,3.5673,0.0000,
